Value,Variable definition,Interaction Value,model Name,domain
Mindfulness and emotional regulation,"['Mindfulness level', 'Emotional regulation ability']",True,mixtral-8x22b-instruct,psychology
Empathy and active listening,"['Empathy level', 'Active listening ability']",True,mixtral-8x22b-instruct,psychology
Positive reinforcement and motivation,"['Reinforcement type', 'Motivation level']",True,mixtral-8x22b-instruct,psychology
Self-compassion and self-forgiveness,"['Self-compassion level', 'Self-forgiveness level']",True,mixtral-8x22b-instruct,psychology
Social support and resilience,"['Social support level', 'Resilience level']",True,mixtral-8x22b-instruct,psychology
Growth mindset and resilience,"['Mindfulness level', 'Emotional regulation ability']",False,mixtral-8x22b-instruct,psychology
Negative self-talk and low self-esteem,"['Stress level', 'Anxiety level']",False,mixtral-8x22b-instruct,psychology
Cognitive distortions and negative thinking,"['Empathy level', 'Active listening ability']",False,mixtral-8x22b-instruct,psychology
Chronic stress and anxiety,"['Perfectionism level', 'Fear of failure level']",False,mixtral-8x22b-instruct,psychology
Mindfulness and emotional regulation,"['Self-compassion level', 'Self-forgiveness level']",False,mixtral-8x22b-instruct,psychology
Growth mindset and resilience,"['Stress level', 'Anxiety level']",False,mixtral-8x22b-instruct,psychology
Empathy and active listening,"['Mindfulness level', 'Emotional regulation ability']",False,mixtral-8x22b-instruct,psychology
Cognitive distortions and negative thinking,"['Self-talk type', 'Self-esteem level']",False,mixtral-8x22b-instruct,psychology
Positive reinforcement and motivation,"['Empathy level', 'Active listening ability']",False,mixtral-8x22b-instruct,psychology
Empathy and active listening,"['Reinforcement type', 'Motivation level']",False,mixtral-8x22b-instruct,psychology
Commodity futures contracts,"['Financial instrument', 'Underlying asset']",True,mixtral-8x22b-instruct,finance
Money market funds,"['Investment type', 'Market segment']",True,mixtral-8x22b-instruct,finance
Growth-oriented mutual funds,"['Investment type', 'Investment strategy']",True,mixtral-8x22b-instruct,finance
High-dividend stocks,"['Stock type', 'Dividend policy']",True,mixtral-8x22b-instruct,finance
Blue-chip stocks,"['Stock type', 'Company reputation']",True,mixtral-8x22b-instruct,finance
Small-cap value stocks,"['Stock type', 'Company size', 'Investment strategy']",True,mixtral-8x22b-instruct,finance
High-yield corporate bonds,"['Bond type', 'Bond risk']",True,mixtral-8x22b-instruct,finance
Real estate investment trusts (REITs),"['Investment type', 'Asset class']",True,mixtral-8x22b-instruct,finance
Emerging market equities,"['Equity type', 'Market type']",True,mixtral-8x22b-instruct,finance
Long-term government bonds,"['Bond type', 'Bond maturity']",True,mixtral-8x22b-instruct,finance
Commodity futures contracts,"['Bond type', 'Bond risk']",False,mixtral-8x22b-instruct,finance
Growth-oriented mutual funds,"['Investment type', 'Market segment']",False,mixtral-8x22b-instruct,finance
Commodity futures contracts,"['Stock type', 'Company size', 'Investment strategy']",False,mixtral-8x22b-instruct,finance
High-dividend stocks,"['Equity type', 'Market type']",False,mixtral-8x22b-instruct,finance
Money market funds,"['Equity type', 'Market type']",False,mixtral-8x22b-instruct,finance
Blue-chip stocks,"['Investment type', 'Market segment']",False,mixtral-8x22b-instruct,finance
Money market funds,"['Investment type', 'Investment strategy']",False,mixtral-8x22b-instruct,finance
Money market funds,"['Financial instrument', 'Underlying asset']",False,mixtral-8x22b-instruct,finance
Small-cap value stocks,"['Stock type', 'Dividend policy']",False,mixtral-8x22b-instruct,finance
High-yield corporate bonds,"['Stock type', 'Dividend policy']",False,mixtral-8x22b-instruct,finance
Urban Renewal,"['Economic Development', 'Housing Quality']",True,gpt-3.5-turbo,urban studies
Smart City Technology,"['Infrastructure', 'Data Management']",True,gpt-3.5-turbo,urban studies
Historic Preservation,"['Cultural Heritage', 'Tourism']",True,gpt-3.5-turbo,urban studies
Community Policing,"['Crime Prevention', 'Community Relations']",True,gpt-3.5-turbo,urban studies
Public Space Design,"['Social Inclusion', 'Aesthetics']",True,gpt-3.5-turbo,urban studies
Public Transportation,"['Accessibility', 'Environmental Sustainability']",True,gpt-3.5-turbo,urban studies
Mixed-Use Development,"['Urban Planning', 'Community Engagement']",True,gpt-3.5-turbo,urban studies
Green Spaces,"['Health and Well-being', 'Property Values']",True,gpt-3.5-turbo,urban studies
Gentrification,"['Socioeconomic Status', 'Housing Market']",True,gpt-3.5-turbo,urban studies
Disaster Resilience,"['Infrastructure', 'Emergency Response']",True,gpt-3.5-turbo,urban studies
Urban Renewal,"['Infrastructure', 'Emergency Response']",False,gpt-3.5-turbo,urban studies
Smart City Technology,"['Cultural Heritage', 'Tourism']",False,gpt-3.5-turbo,urban studies
Historic Preservation,"['Economic Development', 'Housing Quality']",False,gpt-3.5-turbo,urban studies
Community Policing,"['Cultural Heritage', 'Tourism']",False,gpt-3.5-turbo,urban studies
Public Space Design,"['Infrastructure', 'Data Management']",False,gpt-3.5-turbo,urban studies
Community Policing,"['Socioeconomic Status', 'Housing Market']",False,gpt-3.5-turbo,urban studies
Public Transportation,"['Infrastructure', 'Emergency Response']",False,gpt-3.5-turbo,urban studies
Historic Preservation,"['Infrastructure', 'Emergency Response']",False,gpt-3.5-turbo,urban studies
Community Policing,"['Infrastructure', 'Emergency Response']",False,gpt-3.5-turbo,urban studies
Historic Preservation,"['Accessibility', 'Environmental Sustainability']",False,gpt-3.5-turbo,urban studies
Elastic Collisions,"['Kinetic Energy', 'Momentum']",True,gpt-3.5-turbo,physics
Wave-Particle Duality,"['Wave Behavior', 'Particle Behavior']",True,gpt-3.5-turbo,physics
Conservation of Momentum,"['Linear Momentum', 'Angular Momentum']",True,gpt-3.5-turbo,physics
Electromagnetic Induction,"['Magnetic Field', 'Induced Electric Field']",True,gpt-3.5-turbo,physics
Nuclear Fusion,"['Temperature', 'Pressure']",True,gpt-3.5-turbo,physics
Gravitational Lensing,"['Massive Object', 'Light Deflection']",True,gpt-3.5-turbo,physics
Magnetic Induction,"['Electric Field', 'Magnetic Field']",True,gpt-3.5-turbo,physics
Photoelectric Effect,"['Frequency of Light', 'Electron Ejection']",True,gpt-3.5-turbo,physics
Energy Transfer,"['Kinetic Energy', 'Thermal Energy']",True,gpt-3.5-turbo,physics
Quantum Entanglement,"['Superposition', 'Spooky Action at a Distance']",True,gpt-3.5-turbo,physics
Elastic Collisions,"['Frequency of Light', 'Electron Ejection']",False,gpt-3.5-turbo,physics
Wave-Particle Duality,"['Frequency of Light', 'Electron Ejection']",False,gpt-3.5-turbo,physics
Electromagnetic Induction,"['Wave Behavior', 'Particle Behavior']",False,gpt-3.5-turbo,physics
Nuclear Fusion,"['Kinetic Energy', 'Thermal Energy']",False,gpt-3.5-turbo,physics
Gravitational Lensing,"['Superposition', 'Spooky Action at a Distance']",False,gpt-3.5-turbo,physics
Nuclear Fusion,"['Wave Behavior', 'Particle Behavior']",False,gpt-3.5-turbo,physics
Conservation of Momentum,"['Electric Field', 'Magnetic Field']",False,gpt-3.5-turbo,physics
Magnetic Induction,"['Temperature', 'Pressure']",False,gpt-3.5-turbo,physics
Photoelectric Effect,"['Massive Object', 'Light Deflection']",False,gpt-3.5-turbo,physics
Conservation of Momentum,"['Frequency of Light', 'Electron Ejection']",False,gpt-3.5-turbo,physics
Hormonal imbalance,"['Endocrine system', 'Reproductive health']",True,gpt-3.5-turbo,health
Neurotransmitter imbalance,"['Brain chemistry', 'Mood regulation']",True,gpt-3.5-turbo,health
Sleep quality,"['Sleep patterns', 'Energy levels']",True,gpt-3.5-turbo,health
Oxidative stress,"['Cellular damage', 'Antioxidant levels']",True,gpt-3.5-turbo,health
Stress response,"['Cortisol levels', 'Mental health']",True,gpt-3.5-turbo,health
Metabolic syndrome,"['Obesity', 'Insulin resistance']",True,gpt-3.5-turbo,health
Cardiovascular risk,"['Blood pressure', 'Cholesterol levels']",True,gpt-3.5-turbo,health
Bone mineral density,"['Bone health', 'Calcium absorption']",True,gpt-3.5-turbo,health
Gut microbiome dysbiosis,"['Digestive health', 'Immune function']",True,gpt-3.5-turbo,health
Chronic inflammation,"['Inflammatory status', 'Immune response']",True,gpt-3.5-turbo,health
Hormonal imbalance,"['Digestive health', 'Immune function']",False,gpt-3.5-turbo,health
Neurotransmitter imbalance,"['Digestive health', 'Immune function']",False,gpt-3.5-turbo,health
Sleep quality,"['Brain chemistry', 'Mood regulation']",False,gpt-3.5-turbo,health
Oxidative stress,"['Brain chemistry', 'Mood regulation']",False,gpt-3.5-turbo,health
Stress response,"['Cellular damage', 'Antioxidant levels']",False,gpt-3.5-turbo,health
Metabolic syndrome,"['Inflammatory status', 'Immune response']",False,gpt-3.5-turbo,health
Cardiovascular risk,"['Obesity', 'Insulin resistance']",False,gpt-3.5-turbo,health
Bone mineral density,"['Cortisol levels', 'Mental health']",False,gpt-3.5-turbo,health
Stress response,"['Inflammatory status', 'Immune response']",False,gpt-3.5-turbo,health
Oxidative stress,"['Cortisol levels', 'Mental health']",False,gpt-3.5-turbo,health
Metrology tool calibration,"['Process control accuracy', 'Device performance validation']",True,gpt-3.5-turbo,semiconductor manufacturing
Temperature fluctuation during etching,"['Etching process stability', 'Etch rate control']",True,gpt-3.5-turbo,semiconductor manufacturing
Chemical concentration monitoring,"['Wet cleaning process effectiveness', 'Surface preparation quality']",True,gpt-3.5-turbo,semiconductor manufacturing
Dopant diffusion profile,"['Ion implantation process', 'Junction depth control']",True,gpt-3.5-turbo,semiconductor manufacturing
Mask alignment accuracy,"['Patterning resolution', 'Overlay registration']",True,gpt-3.5-turbo,semiconductor manufacturing
Wafer surface contamination,"['Cleanroom environment quality', 'Device yield']",True,gpt-3.5-turbo,semiconductor manufacturing
Plasma chamber cleanliness,"['Etch selectivity', 'Uniformity of plasma processing']",True,gpt-3.5-turbo,semiconductor manufacturing
Gas flow rate adjustment,"['Gas delivery system efficiency', 'Film deposition uniformity']",True,gpt-3.5-turbo,semiconductor manufacturing
Wafer edge exclusion,"['Wafer yield optimization', 'Die placement strategy']",True,gpt-3.5-turbo,semiconductor manufacturing
Lithography alignment accuracy,"['Pattern overlay control', 'Critical dimension uniformity']",True,gpt-3.5-turbo,semiconductor manufacturing
Metrology tool calibration,"['Wet cleaning process effectiveness', 'Surface preparation quality']",False,gpt-3.5-turbo,semiconductor manufacturing
Temperature fluctuation during etching,"['Process control accuracy', 'Device performance validation']",False,gpt-3.5-turbo,semiconductor manufacturing
Chemical concentration monitoring,"['Wafer yield optimization', 'Die placement strategy']",False,gpt-3.5-turbo,semiconductor manufacturing
Dopant diffusion profile,"['Patterning resolution', 'Overlay registration']",False,gpt-3.5-turbo,semiconductor manufacturing
Mask alignment accuracy,"['Etch selectivity', 'Uniformity of plasma processing']",False,gpt-3.5-turbo,semiconductor manufacturing
Wafer surface contamination,"['Process control accuracy', 'Device performance validation']",False,gpt-3.5-turbo,semiconductor manufacturing
Gas flow rate adjustment,"['Ion implantation process', 'Junction depth control']",False,gpt-3.5-turbo,semiconductor manufacturing
Dopant diffusion profile,"['Etch selectivity', 'Uniformity of plasma processing']",False,gpt-3.5-turbo,semiconductor manufacturing
Chemical concentration monitoring,"['Gas delivery system efficiency', 'Film deposition uniformity']",False,gpt-3.5-turbo,semiconductor manufacturing
Dopant diffusion profile,"['Wafer yield optimization', 'Die placement strategy']",False,gpt-3.5-turbo,semiconductor manufacturing
Secure Communication,"['Data Encryption', 'Network Integrity']",True,gpt-3.5-turbo,computer science
Real-time Data Processing,"['Data Processing Speed', 'Data Processing Accuracy']",True,gpt-3.5-turbo,computer science
Adaptive Machine Learning,"['Model Flexibility', 'Learning Rate']",True,gpt-3.5-turbo,computer science
Efficient Code Execution,"['Code Performance', 'Resource Utilization']",True,gpt-3.5-turbo,computer science
Robust Data Security,"['Data Encryption Strength', 'Access Control Measures']",True,gpt-3.5-turbo,computer science
User-friendly Interface,"['Interface Design', 'Accessibility Features']",True,gpt-3.5-turbo,computer science
Efficient Resource Utilization,"['CPU Usage', 'Memory Allocation']",True,gpt-3.5-turbo,computer science
Scalable System Design,"['System Performance', 'System Flexibility']",True,gpt-3.5-turbo,computer science
Reliable Data Storage,"['Data Durability', 'Data Availability']",True,gpt-3.5-turbo,computer science
Optimized Algorithm Performance,"['Algorithm Efficiency', 'Algorithm Accuracy']",True,gpt-3.5-turbo,computer science
Secure Communication,"['Data Processing Speed', 'Data Processing Accuracy']",False,gpt-3.5-turbo,computer science
Real-time Data Processing,"['Code Performance', 'Resource Utilization']",False,gpt-3.5-turbo,computer science
Secure Communication,"['Code Performance', 'Resource Utilization']",False,gpt-3.5-turbo,computer science
Efficient Code Execution,"['Interface Design', 'Accessibility Features']",False,gpt-3.5-turbo,computer science
Robust Data Security,"['Data Durability', 'Data Availability']",False,gpt-3.5-turbo,computer science
Robust Data Security,"['Interface Design', 'Accessibility Features']",False,gpt-3.5-turbo,computer science
User-friendly Interface,"['System Performance', 'System Flexibility']",False,gpt-3.5-turbo,computer science
Efficient Resource Utilization,"['Data Encryption Strength', 'Access Control Measures']",False,gpt-3.5-turbo,computer science
Efficient Code Execution,"['CPU Usage', 'Memory Allocation']",False,gpt-3.5-turbo,computer science
Reliable Data Storage,"['Model Flexibility', 'Learning Rate']",False,gpt-3.5-turbo,computer science
Educational Attainment,"['Socioeconomic Status', 'Career Opportunities']",True,gpt-3.5-turbo,sociology
Environmental Awareness,"['Sustainable Practices', 'Community Resilience']",True,gpt-3.5-turbo,sociology
Health Behavior,"['Dietary Habits', 'Mental Well-being']",True,gpt-3.5-turbo,sociology
Family Dynamics,"['Parenting Style', 'Household Roles']",True,gpt-3.5-turbo,sociology
Political Activism,"['Political Ideology', 'Social Change']",True,gpt-3.5-turbo,sociology
Gender Equality,"['Workplace Discrimination', 'Household Responsibilities']",True,gpt-3.5-turbo,sociology
Community Engagement,"['Social Support', 'Civic Participation']",True,gpt-3.5-turbo,sociology
Cultural Integration,"['Identity Formation', 'Social Cohesion']",True,gpt-3.5-turbo,sociology
Technology Adoption,"['Digital Literacy', 'Communication Patterns']",True,gpt-3.5-turbo,sociology
Social Media Influence,"['Social Status', 'Consumer Behavior']",True,gpt-3.5-turbo,sociology
Educational Attainment,"['Dietary Habits', 'Mental Well-being']",False,gpt-3.5-turbo,sociology
Environmental Awareness,"['Social Status', 'Consumer Behavior']",False,gpt-3.5-turbo,sociology
Family Dynamics,"['Digital Literacy', 'Communication Patterns']",False,gpt-3.5-turbo,sociology
Health Behavior,"['Social Status', 'Consumer Behavior']",False,gpt-3.5-turbo,sociology
Educational Attainment,"['Parenting Style', 'Household Roles']",False,gpt-3.5-turbo,sociology
Health Behavior,"['Identity Formation', 'Social Cohesion']",False,gpt-3.5-turbo,sociology
Political Activism,"['Workplace Discrimination', 'Household Responsibilities']",False,gpt-3.5-turbo,sociology
Gender Equality,"['Socioeconomic Status', 'Career Opportunities']",False,gpt-3.5-turbo,sociology
Family Dynamics,"['Social Support', 'Civic Participation']",False,gpt-3.5-turbo,sociology
Educational Attainment,"['Social Support', 'Civic Participation']",False,gpt-3.5-turbo,sociology
Emotional Regulation,"['Anxiety', 'Relationship Satisfaction']",True,gpt-3.5-turbo,psychology
Perceived Control,"['Anxiety', 'Self-efficacy']",True,gpt-3.5-turbo,psychology
Mindfulness,"['Depression', 'Emotional Regulation']",True,gpt-3.5-turbo,psychology
Emotional Intelligence,"['Interpersonal Relationships', 'Stress Management']",True,gpt-3.5-turbo,psychology
Self-esteem,"['Depression', 'Life Satisfaction']",True,gpt-3.5-turbo,psychology
Social Support,"['Stress Level', 'Well-being']",True,gpt-3.5-turbo,psychology
Perceived Social Support,"['Loneliness', 'Self-esteem']",True,gpt-3.5-turbo,psychology
Coping Strategies,"['Anxiety', 'Resilience']",True,gpt-3.5-turbo,psychology
Resilience,"['Stress', 'Mental Health']",True,gpt-3.5-turbo,psychology
Empathy,"['Relationship Satisfaction', 'Conflict Resolution']",True,gpt-3.5-turbo,psychology
Perceived Control,"['Anxiety', 'Resilience']",False,gpt-3.5-turbo,psychology
Mindfulness,"['Stress', 'Mental Health']",False,gpt-3.5-turbo,psychology
Emotional Intelligence,"['Stress', 'Mental Health']",False,gpt-3.5-turbo,psychology
Self-esteem,"['Anxiety', 'Resilience']",False,gpt-3.5-turbo,psychology
Mindfulness,"['Stress Level', 'Well-being']",False,gpt-3.5-turbo,psychology
Mindfulness,"['Loneliness', 'Self-esteem']",False,gpt-3.5-turbo,psychology
Emotional Intelligence,"['Loneliness', 'Self-esteem']",False,gpt-3.5-turbo,psychology
Social Support,"['Stress', 'Mental Health']",False,gpt-3.5-turbo,psychology
Perceived Social Support,"['Stress', 'Mental Health']",False,gpt-3.5-turbo,psychology
Coping Strategies,"['Stress Level', 'Well-being']",False,gpt-3.5-turbo,psychology
Inflation Rate,"['Purchasing Power', 'Interest Rates']",True,gpt-3.5-turbo,finance
Credit Rating,"['Borrowing Costs', 'Investor Confidence']",True,gpt-3.5-turbo,finance
Government Policy,"['Tax Revenues', 'Regulatory Environment']",True,gpt-3.5-turbo,finance
Global Trade Tensions,"['Supply Chain Costs', 'Market Uncertainty']",True,gpt-3.5-turbo,finance
Market Volatility,"['Market Risk', 'Investor Sentiment']",True,gpt-3.5-turbo,finance
Foreign Exchange Rate,"['Import Costs', 'Export Competitiveness']",True,gpt-3.5-turbo,finance
Economic Recession,"['Unemployment Rate', 'Consumer Spending']",True,gpt-3.5-turbo,finance
Corporate Earnings,"['Stock Prices', 'Dividend Payments']",True,gpt-3.5-turbo,finance
Interest Rate Hike,"['Bond Prices', 'Cost of Borrowing']",True,gpt-3.5-turbo,finance
Technological Innovation,"['Industry Disruption', 'Competitive Advantage']",True,gpt-3.5-turbo,finance
Credit Rating,"['Market Risk', 'Investor Sentiment']",False,gpt-3.5-turbo,finance
Government Policy,"['Borrowing Costs', 'Investor Confidence']",False,gpt-3.5-turbo,finance
Credit Rating,"['Supply Chain Costs', 'Market Uncertainty']",False,gpt-3.5-turbo,finance
Global Trade Tensions,"['Market Risk', 'Investor Sentiment']",False,gpt-3.5-turbo,finance
Market Volatility,"['Supply Chain Costs', 'Market Uncertainty']",False,gpt-3.5-turbo,finance
Inflation Rate,"['Stock Prices', 'Dividend Payments']",False,gpt-3.5-turbo,finance
Credit Rating,"['Unemployment Rate', 'Consumer Spending']",False,gpt-3.5-turbo,finance
Global Trade Tensions,"['Industry Disruption', 'Competitive Advantage']",False,gpt-3.5-turbo,finance
Global Trade Tensions,"['Tax Revenues', 'Regulatory Environment']",False,gpt-3.5-turbo,finance
Foreign Exchange Rate,"['Industry Disruption', 'Competitive Advantage']",False,gpt-3.5-turbo,finance
Public Wi-Fi networks,"['Digital inclusion', 'Economic development']",True,gpt-4-turbo,urban studies
Historic preservation regulations,"['Cultural heritage', 'Regulatory frameworks']",True,gpt-4-turbo,urban studies
Community policing initiatives,"['Public safety', 'Community engagement']",True,gpt-4-turbo,urban studies
Mixed-use development projects,"['Urban planning', 'Economic development']",True,gpt-4-turbo,urban studies
Urban farming initiatives,"['Food security', 'Environmental sustainability']",True,gpt-4-turbo,urban studies
Public transportation expansion,"['Infrastructure development', 'Environmental sustainability']",True,gpt-4-turbo,urban studies
Pedestrian-friendly street redesign,"['Urban design', 'Public health']",True,gpt-4-turbo,urban studies
Smart city technology implementation,"['Technological advancement', 'Governance']",True,gpt-4-turbo,urban studies
Flood-resistant urban design,"['Climate adaptation', 'Urban planning']",True,gpt-4-turbo,urban studies
Green roof installations,"['Environmental sustainability', 'Building standards']",True,gpt-4-turbo,urban studies
Public Wi-Fi networks,"['Food security', 'Environmental sustainability']",False,gpt-4-turbo,urban studies
Historic preservation regulations,"['Urban planning', 'Economic development']",False,gpt-4-turbo,urban studies
Community policing initiatives,"['Food security', 'Environmental sustainability']",False,gpt-4-turbo,urban studies
Mixed-use development projects,"['Urban design', 'Public health']",False,gpt-4-turbo,urban studies
Urban farming initiatives,"['Urban design', 'Public health']",False,gpt-4-turbo,urban studies
Public transportation expansion,"['Food security', 'Environmental sustainability']",False,gpt-4-turbo,urban studies
Pedestrian-friendly street redesign,"['Infrastructure development', 'Environmental sustainability']",False,gpt-4-turbo,urban studies
Smart city technology implementation,"['Urban planning', 'Economic development']",False,gpt-4-turbo,urban studies
Mixed-use development projects,"['Technological advancement', 'Governance']",False,gpt-4-turbo,urban studies
Flood-resistant urban design,"['Cultural heritage', 'Regulatory frameworks']",False,gpt-4-turbo,urban studies
solar wind interaction with Earth's magnetosphere,"['Solar activity', 'Geomagnetic effects']",True,gpt-4-turbo,physics
nuclear fusion in stars,"['Nuclear reactions', 'Stellar energy output']",True,gpt-4-turbo,physics
gravitational lensing,"['Gravitational force', 'Light propagation']",True,gpt-4-turbo,physics
black hole evaporation,"['Black hole properties', 'Quantum effects']",True,gpt-4-turbo,physics
semiconductor doping,"['Material conductivity', 'Material composition']",True,gpt-4-turbo,physics
gamma-ray burst emissions,"['High-energy astrophysical phenomena', 'Stellar evolution']",True,gpt-4-turbo,physics
superconductivity,"['Electrical resistance', 'Material phase']",True,gpt-4-turbo,physics
elastic collision of particles,"['Momentum conservation', 'Kinetic energy conservation']",True,gpt-4-turbo,physics
photoelectric effect,"['Electromagnetic radiation interaction', 'Electron emission']",True,gpt-4-turbo,physics
thermoelectric cooling,"['Heat transfer', 'Electrical effects']",True,gpt-4-turbo,physics
solar wind interaction with Earth's magnetosphere,"['Gravitational force', 'Light propagation']",False,gpt-4-turbo,physics
nuclear fusion in stars,"['Electrical resistance', 'Material phase']",False,gpt-4-turbo,physics
gravitational lensing,"['Solar activity', 'Geomagnetic effects']",False,gpt-4-turbo,physics
semiconductor doping,"['High-energy astrophysical phenomena', 'Stellar evolution']",False,gpt-4-turbo,physics
superconductivity,"['Solar activity', 'Geomagnetic effects']",False,gpt-4-turbo,physics
gravitational lensing,"['Material conductivity', 'Material composition']",False,gpt-4-turbo,physics
semiconductor doping,"['Gravitational force', 'Light propagation']",False,gpt-4-turbo,physics
elastic collision of particles,"['Heat transfer', 'Electrical effects']",False,gpt-4-turbo,physics
semiconductor doping,"['Nuclear reactions', 'Stellar energy output']",False,gpt-4-turbo,physics
solar wind interaction with Earth's magnetosphere,"['Material conductivity', 'Material composition']",False,gpt-4-turbo,physics
allergy immunotherapy,"['Treatment method', 'Health condition addressed']",True,gpt-4-turbo,health
prenatal yoga classes,"['Exercise type', 'Target demographic']",True,gpt-4-turbo,health
pediatric vaccination program,"['Preventive healthcare', 'Target demographic']",True,gpt-4-turbo,health
diabetic diet plan,"['Disease management', 'Nutritional strategy']",True,gpt-4-turbo,health
smoking cessation counseling,"['Healthcare intervention', 'Risk factor modification']",True,gpt-4-turbo,health
breast cancer screening mammography,"['Diagnostic procedure', 'Health condition monitored']",True,gpt-4-turbo,health
osteoporosis bone density screening,"['Diagnostic procedure', 'Health condition monitored']",True,gpt-4-turbo,health
mental health support group,"['Healthcare intervention', 'Psychological condition management']",True,gpt-4-turbo,health
cardiovascular fitness training,"['Exercise type', 'Health outcome improvement']",True,gpt-4-turbo,health
stress management workshop,"['Healthcare intervention', 'Psychological condition management']",True,gpt-4-turbo,health
allergy immunotherapy,"['Healthcare intervention', 'Risk factor modification']",False,gpt-4-turbo,health
prenatal yoga classes,"['Healthcare intervention', 'Risk factor modification']",False,gpt-4-turbo,health
pediatric vaccination program,"['Exercise type', 'Target demographic']",False,gpt-4-turbo,health
diabetic diet plan,"['Treatment method', 'Health condition addressed']",False,gpt-4-turbo,health
smoking cessation counseling,"['Exercise type', 'Health outcome improvement']",False,gpt-4-turbo,health
breast cancer screening mammography,"['Healthcare intervention', 'Risk factor modification']",False,gpt-4-turbo,health
prenatal yoga classes,"['Healthcare intervention', 'Psychological condition management']",False,gpt-4-turbo,health
allergy immunotherapy,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health
smoking cessation counseling,"['Diagnostic procedure', 'Health condition monitored']",False,gpt-4-turbo,health
prenatal yoga classes,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health
Copper dual damascene process,"['Interconnect fabrication method', 'Conductive material used']",True,gpt-4-turbo,semiconductor manufacturing
Silicon nitride deposition,"['Deposition material', 'Deposition technique']",True,gpt-4-turbo,semiconductor manufacturing
Rapid thermal oxidation,"['Oxidation method', 'Process speed']",True,gpt-4-turbo,semiconductor manufacturing
Deep ultraviolet stepper,"['Lithography equipment', 'Light wavelength']",True,gpt-4-turbo,semiconductor manufacturing
Silicon wafer backgrinding,"['Wafer processing step', 'Material type']",True,gpt-4-turbo,semiconductor manufacturing
Argon plasma etching,"['Etching technique', 'Plasma gas type']",True,gpt-4-turbo,semiconductor manufacturing
High-k dielectric layer formation,"['Dielectric property', 'Layer processing step']",True,gpt-4-turbo,semiconductor manufacturing
High-temperature annealing,"['Thermal processing technique', 'Process temperature range']",True,gpt-4-turbo,semiconductor manufacturing
Ultraviolet photolithography exposure,"['Lithography technique', 'Light source type']",True,gpt-4-turbo,semiconductor manufacturing
Low-pressure chemical vapor deposition,"['Deposition method', 'Ambient pressure condition']",True,gpt-4-turbo,semiconductor manufacturing
Silicon nitride deposition,"['Etching technique', 'Plasma gas type']",False,gpt-4-turbo,semiconductor manufacturing
Rapid thermal oxidation,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing
Deep ultraviolet stepper,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing
Silicon wafer backgrinding,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing
Silicon nitride deposition,"['Interconnect fabrication method', 'Conductive material used']",False,gpt-4-turbo,semiconductor manufacturing
Argon plasma etching,"['Wafer processing step', 'Material type']",False,gpt-4-turbo,semiconductor manufacturing
High-k dielectric layer formation,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing
High-temperature annealing,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing
Silicon wafer backgrinding,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing
Ultraviolet photolithography exposure,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing
Biometric authentication system,"['Authentication Method', 'System Security']",True,gpt-4-turbo,computer science
Open-source software development,"['Software Licensing', 'Development Model']",True,gpt-4-turbo,computer science
Voice-controlled user interface,"['User Interface Type', 'Control Mechanism']",True,gpt-4-turbo,computer science
Real-time user analytics,"['Data Analysis Timing', 'Data Application']",True,gpt-4-turbo,computer science
Distributed ledger technology,"['Data Management Technology', 'System Architecture']",True,gpt-4-turbo,computer science
Multi-threaded processing,"['Concurrency Model', 'Processing Type']",True,gpt-4-turbo,computer science
Cloud-based data storage,"['Data Storage Type', 'Data Accessibility']",True,gpt-4-turbo,computer science
End-to-end encryption,"['Security Feature', 'Encryption Scope']",True,gpt-4-turbo,computer science
Automated system backups,"['Backup Type', 'Automation Level']",True,gpt-4-turbo,computer science
Machine learning-based fraud detection,"['Application of Machine Learning', 'Type of Machine Learning']",True,gpt-4-turbo,computer science
Biometric authentication system,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science
Open-source software development,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science
Voice-controlled user interface,"['Data Storage Type', 'Data Accessibility']",False,gpt-4-turbo,computer science
Voice-controlled user interface,"['Data Analysis Timing', 'Data Application']",False,gpt-4-turbo,computer science
Voice-controlled user interface,"['Software Licensing', 'Development Model']",False,gpt-4-turbo,computer science
Real-time user analytics,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science
Real-time user analytics,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science
Open-source software development,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science
Voice-controlled user interface,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science
Biometric authentication system,"['User Interface Type', 'Control Mechanism']",False,gpt-4-turbo,computer science
